Distancia (km),Quantidade transportada (ton),Custo combustivel (R$/L),"Tipo transporte (Caminhao = 1, Ferrovia = 0)",Funcionarios envolvidos,"Regiao (1 = Sul, 2 = Sudeste, 3 = Norte)",Custo logistico (R$)
930,624,5.157833065185435,1,21,2,75559.24602411481
1263,485,4.7853982267178825,0,10,2,70354.71683393315
1209,117,5.155471540321684,1,11,1,55562.58612863128
604,814,5.03016875234357,0,24,2,68503.0493287284
453,971,5.3714144585721515,0,10,1,66551.24468484976
941,508,5.29906486213078,0,13,1,56890.40448336985
914,563,4.84849140641316,1,24,3,76008.86269831972
651,447,4.849990480839726,0,8,1,49511.30130514887
1880,669,4.2815566800244635,1,9,2,99103.45836155914
390,335,5.026477144192919,1,23,2,50732.74744322811
1830,610,5.174358256271393,1,14,2,99758.44046269842
753,189,4.9529787947076525,1,22,2,53808.60465093766
367,779,4.651414670173998,1,19,3,66836.78794825889
667,605,5.4432970885034715,1,5,3,73048.29958548288
1436,978,4.149323289290448,1,9,3,110709.90590384498
1895,830,5.828880739508095,0,9,3,103517.36000245731
431,639,4.041286879091587,1,12,1,57906.7440055719
282,777,5.924700266876556,1,24,3,74640.68611940014
1850,943,4.924711201869325,0,19,1,109271.49742416249
1417,659,4.825339888007083,1,21,2,91682.49549224219
1622,797,4.512888034926377,0,23,1,100769.12833095022
866,331,4.020142269664566,0,17,1,52515.90400373905
602,710,4.5495805288436,1,14,3,69033.66315005865
1602,973,4.218799850920668,1,21,2,113896.9537571282
905,865,5.31964168538679,0,9,2,69147.26818124337
1862,985,4.6381499446414525,1,22,3,129988.83985701767
868,627,5.534358656807323,0,21,1,64277.514951872654
1644,795,4.413832374692234,0,8,3,101427.71761820768
232,506,5.800469714864219,1,11,1,38599.71255545934
1114,136,5.045963030211665,0,9,3,48238.69503960225
1624,128,4.229012392937963,1,12,3,75272.45451528738
446,254,4.801690471306958,1,12,2,33089.63679666072
1777,840,4.413521048139524,0,15,2,106298.5273489042
828,386,4.399370852336358,0,13,2,50022.369185435404
1567,303,5.012739475304418,1,23,3,74192.78583746374
1732,353,5.343784031272746,1,23,2,86009.35308186956
956,429,5.823236411006857,1,13,2,70625.02625965304
1406,179,5.004324021527307,0,24,3,57466.62156028473
176,645,5.93167755011666,1,21,2,56367.47644005102
1631,325,5.883269704146738,0,20,1,69955.96930524654
1630,748,5.730125059968721,0,11,2,84294.55181944818
50,607,4.999954529924837,0,7,1,40169.154202639176
1241,948,4.281807887375967,1,23,2,107109.58280638812
1693,232,4.435808939630769,0,12,3,77551.56154473391
68,317,5.2953400054239514,1,9,3,37482.73181315198
1405,857,4.843509960568392,0,10,2,94844.77062346031
633,371,4.293603263507993,1,6,1,44216.60823209854
505,561,4.957987867278621,1,23,2,63179.62455238604
1006,661,4.034861091004092,0,17,3,71357.68329151951
1182,127,5.4677907417991864,1,10,2,59159.12152444853
1341,833,4.1471625889793815,0,10,3,85366.88129277708
494,388,5.2582272398242385,0,6,1,45062.43338475879
1313,723,5.586020615251199,0,9,1,72978.13546282836
1374,605,4.265287748907931,0,15,3,82462.70212479393
651,558,5.037277381332025,0,15,1,48861.09771186096
152,287,5.558135028718939,0,18,3,40082.0651647482
1037,183,4.521266909514003,0,17,3,53697.46256472521
1323,241,4.325833186003238,1,12,3,70960.42586895799
1526,405,4.6736382219349135,0,19,2,69127.2218527157
569,327,5.109398353166632,0,16,1,44024.845564106676
1226,67,5.1505591897095,1,7,2,41082.10045221723
908,573,4.261752666915374,1,9,2,74841.72687457917
223,229,4.915137695347943,0,10,1,26149.466582085333
1416,172,4.536564391078976,0,6,2,60206.96684499044
1743,295,5.684048436129902,0,12,3,81271.25799564864
1054,783,4.627150264128062,1,9,2,85158.71281020946
480,422,5.67740904906772,0,21,3,49185.27372762053
776,100,4.857129225203584,1,6,1,39958.60186122352
1762,120,5.453171531652907,0,15,2,62934.67135248224
1760,529,5.020120457088288,0,8,1,79398.32890918733
1925,609,5.243925248261953,1,15,3,107062.06428480917
899,68,4.790713021722766,0,13,2,43621.476582866926
1731,823,5.536413535614981,0,10,3,111423.587405076
1397,133,4.850378767147316,0,6,3,56233.08999828652
1039,204,4.914923293171643,1,19,3,58502.62208776129
1746,614,5.035357336461915,0,9,1,95144.83719370287
688,668,5.663648236771967,0,16,1,62638.961431620555
469,406,5.31875785720293,1,17,1,50874.6795092811
643,865,4.698320773131499,1,21,2,75460.25086764307
534,696,5.340639267963086,0,8,3,67448.82796256612
1732,492,5.284853146017155,0,14,1,83070.85071637621
1824,118,5.862038551759409,1,5,3,80051.81826108489
461,572,5.6828328720506995,0,15,1,51479.79270677795
985,192,5.294893847502497,0,20,3,49906.93819114164
1157,241,4.683014221368087,1,15,1,69974.6903362526
1186,436,5.559152897722539,0,13,1,68518.58136086821
1810,427,5.150416586125602,0,6,1,78018.5555390682
381,630,5.970539976201803,1,11,1,59449.77464930003
1451,584,4.495012257139608,0,23,3,80350.40782438382
1828,742,4.159311681861774,0,22,1,107666.47642564398
704,342,4.139783623775895,0,24,1,41075.49816814203
90,58,5.280060776703361,1,11,1,20744.889029200152
1843,320,5.878520457823048,0,13,3,83348.89344935217
1008,436,4.00386382858301,1,16,1,70170.52915482252
1870,142,5.451542093915554,1,7,3,85998.66672873459
154,578,5.314130365065891,0,20,2,46181.897954166394
251,203,5.4646083844389315,1,11,3,40976.60447261462
499,454,4.710810813524671,0,9,2,42760.53693336741
1892,889,5.64099288931571,0,11,1,104398.70085292544
1916,198,4.0894138628377235,0,23,1,73915.8562957359
1339,938,5.510862201244056,1,21,3,105166.93773839972
959,316,4.534143882698175,0,20,1,47548.481244257
259,471,4.953675549716143,0,23,1,35987.14415231331
612,889,5.645272543114441,0,22,3,84343.30974287975
1191,667,4.542718070382274,1,23,1,93370.47301211368
762,521,4.370415023287787,1,8,2,64699.30757530658
1450,942,5.362626370695768,0,5,2,87448.74608759988
1624,596,5.0667897830136095,0,8,1,80901.93819944176
1613,680,5.028807737492369,0,8,1,92104.50885787304
820,575,4.513539031075826,0,13,2,53079.08902980099
1157,552,4.0697606116400555,1,12,1,80564.09514269569
503,63,4.8205382766634335,1,6,2,37948.83703403507
716,827,4.213118960935536,1,10,3,82023.18302723316
678,701,5.811978301298405,1,15,2,73607.97036421318
1587,855,4.082500646943461,1,8,1,100678.36715808493
1678,413,4.863301708368763,1,18,1,90705.770469665
1751,168,4.1044911674016555,1,13,2,79831.81225243311
436,287,4.191087749129533,0,6,2,31722.40340926198
1985,595,5.3177333338440445,0,5,1,90533.80202399858
1423,218,5.294222521948189,0,8,1,53069.988120266724
345,571,4.06610438975888,0,16,1,46390.65702162841
307,683,4.00226295024174,0,9,3,51249.91288970581
1154,962,4.157636154485568,0,13,3,91151.3364502394
317,706,5.525997795423884,1,8,2,54567.09300509747
468,784,5.169152945503014,0,20,2,56348.70188207421
284,932,4.076236490376983,1,6,3,67738.41650898271
1906,818,4.9761940317456546,0,20,3,112411.84939213071
1384,829,5.424058714108902,1,20,2,102540.5290107636
1886,920,5.737902789201613,1,15,3,121534.03102964612
1035,565,5.868072981318021,0,5,2,72261.84101810415
1430,987,4.654881125908133,0,19,1,103298.07074418617
1286,446,4.271664856826531,0,8,2,73343.01081787617
623,915,4.473851841462895,0,22,3,73666.70577076211
98,155,5.552342984080448,0,21,3,14494.327437603235
1200,134,5.942968430084621,1,11,3,71303.979610862
272,263,4.932787234720761,0,22,2,32597.437564890348
970,170,4.61070642709558,1,17,3,60330.01932893581
1352,181,4.858381163920069,1,24,2,71818.53599593365
1481,899,4.609626289290265,1,24,1,119902.30587434676
1578,246,4.512975046414309,0,14,1,64794.284884341665
1367,68,5.187501504814359,0,5,3,60686.16487388731
1869,691,4.031471960747089,0,6,2,92972.66349067798
326,61,4.519104497329977,0,21,2,25265.713462097476
1511,130,5.322764155689978,0,7,3,70108.59159039077
1180,379,4.06412539261361,0,21,2,62247.251960777634
1731,915,4.16640363301787,1,16,3,107768.57047104469
469,823,4.586792289571569,0,16,3,67948.45928760781
660,441,5.75560959721797,1,24,1,58043.26418309381
1502,686,5.529772320330593,1,14,3,103746.17986845599
424,356,4.044313258832487,0,11,2,35310.101490495814
122,316,5.003425633376984,0,14,3,41299.62096140098
1707,496,4.549374987974834,0,22,1,83016.84665172413
1103,490,5.297291318124126,0,10,1,67194.03654130243
1261,944,5.443107765186922,0,11,2,87853.10152360817
1437,701,5.725725154258565,0,21,3,83247.51982093947
1939,890,4.9508324742080285,1,16,2,114261.03669886297
1873,51,5.988900177091169,1,21,2,71383.70217540445
1524,569,5.959972214574218,1,22,3,98742.30510561557
244,811,5.764333448942066,1,18,1,61537.10510908617
1229,700,5.149738990316141,1,15,2,83594.72493586081
1245,685,4.79601287500763,1,6,2,85114.55082232053
896,358,4.72877262027957,0,5,1,53162.581519695814
1114,789,4.02424950017549,0,15,3,85775.55986231963
1136,571,4.498348994484733,0,6,3,76463.68375500396
72,518,5.437616469898329,1,20,3,47371.16884604629
409,261,5.207264199786133,1,7,1,50609.23799992902
1148,161,5.832844378335067,1,24,2,67216.48903635213
609,57,4.100044533833116,0,5,1,19799.236193005672
721,853,4.310553206354661,0,24,2,76895.97228931573
1898,526,5.5784875787042605,0,12,2,91324.78615152098
1191,923,4.717015262390667,1,23,3,101713.13593184187
1685,509,4.236690667435756,1,5,3,94667.56019552777
1453,302,5.992901010200178,1,9,3,75256.66229875608
1993,575,5.574500605338725,0,5,1,98872.23369479604
728,801,4.817482073516246,1,15,3,78907.57594744061
1363,487,5.646694953892281,0,13,1,68562.52692827425
489,803,5.3612077402383065,0,9,3,68201.57164661765
1741,903,5.579949519139666,0,6,3,117622.35639757811
982,710,5.6304127551312995,0,17,3,72990.58267670615
56,285,4.169457366580636,0,22,1,15982.103282207328
1269,355,5.2459457753761916,0,16,2,69742.1954772096
470,527,4.013571105953655,0,18,1,47231.997226372296
1641,728,4.086912492602341,1,9,1,103085.20736585399
882,69,5.8079600181116815,0,14,1,36385.62054893809
1266,265,5.055127442713611,1,24,2,73125.53745464292
608,904,5.4718039717370495,0,6,1,70595.3376415471
1221,184,5.677001980886292,0,8,3,52851.1957779208
1860,954,5.8991735351291705,0,16,2,115568.9750020982
1742,178,5.738705695845592,1,15,1,80029.85575182192
1275,459,4.966622897394588,0,8,1,64627.31331238291
1517,471,4.671940614761023,0,15,2,76030.87719739348
963,343,4.3089864724120766,1,13,1,57565.06856328978
1492,295,4.80064296497456,1,14,2,79619.7628216844
1500,750,4.732987158322327,1,10,3,104230.62935380817
1056,605,5.119149683911747,1,19,1,78195.85227737235
1552,135,5.331018817514427,0,14,1,53681.873408748346
1548,605,5.956650952890095,0,10,3,76555.68490472899
175,891,5.456772372201465,1,5,1,63871.4237238048
444,424,5.287497064885846,0,24,1,42746.824888358315
866,495,4.670184868536685,1,8,2,71088.47831649364
930,427,4.069007752996652,1,18,1,70748.53779443231
1879,439,4.5762502577093835,1,24,3,97222.57712788215
625,706,5.536895800919235,0,24,1,53308.0327157596
374,100,4.4105438816076035,1,12,2,31056.888819056658
1465,291,5.424376387348229,0,15,3,79628.51968800338
979,343,5.159559685138832,0,19,3,65220.946127508665
1761,969,4.34371373950093,0,23,3,113892.30541598867
1701,612,4.52324961258366,1,12,3,98933.5837676917
1513,315,4.992607206972953,0,17,2,68879.90803270454
1277,169,4.836749410215695,1,22,2,73951.87158585076
1559,761,5.557127695093519,0,21,2,94748.51867383174
882,966,5.468809285086494,0,10,2,80591.87806129648
1104,297,5.149149006946034,0,19,1,61075.822996011106
1461,119,5.64454942294585,1,17,2,58563.89905593217
1698,902,5.125339081368617,1,22,1,107779.86290060963
1950,106,5.92877851331452,1,15,3,80239.63116016082
1507,431,4.434448198302163,1,17,1,87685.35414603488
886,88,5.428263987204305,0,5,1,33390.227896192104
975,850,4.739888264108936,0,22,1,69454.8037488603
1449,492,4.5579323888403875,1,9,2,81788.05170443762
1417,67,4.360774951935426,1,10,2,60685.60963742649
492,781,5.1050069525230874,1,5,3,72525.03167941207
1652,874,4.4309388654984225,1,11,2,111216.63364148587
124,805,4.400701702896812,0,8,1,53808.719129982186
606,401,5.981063810167636,1,13,2,54960.36759134703
1845,865,5.603494833691522,1,19,2,114387.965676024
1739,347,5.4965536405087505,0,10,1,75501.7599752512
1228,332,5.58812125176551,1,21,3,75547.30524029225
1503,635,5.9378457474374855,0,24,2,83202.27348662997
412,159,5.146553377506407,1,22,3,32568.19963309246
497,229,4.440487754805721,0,8,1,28930.74886045705
1307,987,5.724419281506478,1,13,2,110759.38859089966
1636,593,5.48546145890818,1,18,3,98878.65614560462
1891,795,4.828616624668346,1,7,3,121813.56336038648
311,843,4.947138997149293,1,5,1,68966.34321336671
1900,74,4.822504796957738,1,15,2,75971.6476993676
174,892,5.859884320458008,0,5,3,66595.13573837881
960,840,4.6870632229965885,1,16,3,86398.25895285966
294,787,5.926968557312345,0,13,3,50057.69399539463
591,106,5.8205435425079,0,9,3,34560.661763207456
534,229,5.261042284496346,0,19,3,34081.14703593057
171,281,5.159643546200149,0,22,3,29676.437879311125
174,943,4.740178560139942,1,13,3,66680.20965342052
1622,392,4.0366767780213,1,17,3,88001.04191356724
219,526,4.255246372475506,1,17,3,55121.60059671598
173,848,5.508462646699098,1,17,3,71207.12465356955
1942,625,4.943080253176331,0,14,2,91690.15387077465
1108,504,4.299676268375936,0,14,1,57219.23130032307
1160,281,4.527921708263742,0,11,1,56201.37306489759
695,338,5.895673799693999,1,9,1,51699.97091608474
1781,262,4.73426567062053,1,24,3,84513.3194524159
835,307,5.815363890438307,1,11,1,55819.688900844216
250,579,4.609271664587153,1,24,3,56302.6030884943
418,736,5.086440188734322,0,14,2,59152.98393726144
846,978,4.040954166724395,1,14,1,92138.03509417636
126,278,5.043750220747154,1,17,2,40821.337098748714
108,275,5.27388402122126,0,19,2,24235.801419890682
480,645,4.468610198674356,0,10,3,60863.164979826775
687,852,5.157874352410714,1,24,1,83126.52420657143
1573,484,5.294335544101971,1,16,2,94002.2885429314
1986,931,5.373772156763513,0,23,1,107583.039597753
158,807,5.552806644044207,1,15,2,62851.10750802616
1809,451,4.622678485858833,0,10,2,93607.53083257657
1057,671,5.135553912863756,0,5,3,67471.82474350724
1351,815,5.963158059529189,1,6,1,105819.26468815636
117,137,5.796288341330314,0,19,3,29894.560785920385
1142,633,5.905330856196733,1,8,3,89322.47575030751
1238,942,4.772272797057143,1,9,3,96792.41056530677
1562,591,5.5738562117933235,1,19,3,96014.01747477592
354,733,5.239795903520696,1,15,3,71352.72696891837
1982,358,4.165470166124482,0,14,2,78213.70491875288
723,955,5.647960778314131,1,21,1,89745.1393773544
414,392,5.354202552714729,1,6,1,47837.04800877458
1927,485,4.397834719030533,0,24,3,89813.93536028756
870,226,4.159477114858923,1,14,1,47283.662309559
1452,188,5.674044261296661,1,24,2,79492.27236075304
392,243,4.157803658982402,1,7,3,46572.78014297947
996,235,4.182707730732873,1,23,2,59196.6275943192
948,267,4.854816575808631,0,9,2,49291.52631625815
1627,213,4.269595656838954,0,7,3,66955.65587275138
1427,210,5.827339194885439,1,12,2,62385.07358887952
1489,992,4.940567872526474,0,9,3,110082.72935162806
1182,574,5.138301961309143,0,16,2,73423.36445008322
1636,857,5.856212178956175,0,18,1,103430.01274156892
811,650,5.060526451276697,0,11,1,60189.11432326936
1570,885,4.707182291914637,1,15,1,107664.28209691291
390,91,5.594310211631663,0,12,3,27846.77310582725
991,964,4.885700394950422,1,9,2,100428.64036740422
432,259,4.636938851204611,1,12,2,52393.45152929125
1053,790,5.44645891721107,0,16,1,75669.47204884951
1606,911,5.6032113532260865,1,19,1,108693.5217793724
349,324,5.583432335168543,0,23,3,36533.17211316768
188,328,5.955348828257415,1,20,3,40036.17118097801
408,300,5.573333897749926,1,18,2,59058.983880919215
885,359,5.539866871897372,0,11,3,45961.989820469695
1572,769,5.71497050747244,1,12,3,119099.4741711514
1458,882,4.000370390590886,0,11,3,100133.54282159607
1677,189,4.724862822375542,1,22,1,75909.54453142034
1353,841,5.475206192068844,1,10,1,94189.443886688
1710,595,5.199438022220555,0,23,2,89747.39036147774
532,870,4.355144005263235,0,8,3,65618.84267259663
958,953,4.6074661781770905,0,7,1,88295.52871157555
1184,579,4.673585222164213,1,21,3,88061.93862262505
915,106,5.1356562223446325,0,23,2,49972.412138027415
188,161,5.663196592882153,0,19,3,22969.567728908107
1045,54,5.86498355955536,0,10,2,42689.20342443912
484,459,5.500184825707278,0,16,2,45333.07547499243
558,463,5.68590078035362,1,23,1,55163.901946448554
322,231,4.940191916903032,1,10,3,35534.901079990734
1172,62,4.779550639244575,1,15,1,57746.64312492164
1837,388,4.785417064288434,1,24,3,97007.85458029372
1923,846,5.232077056679914,1,24,3,120769.85076138725
153,308,4.248473411111618,1,14,2,40028.956508003124
1287,139,5.158988365580522,0,20,2,52078.78408843592
1834,665,5.330265720367451,1,22,3,109211.13391039829
1737,940,4.877817480412478,0,18,1,109659.0698381225
811,747,5.906334353542334,0,8,2,74426.40235504592
836,299,5.21642654475915,0,16,2,55879.15193595752
214,304,4.439998944473251,0,24,3,26692.229278178173
1048,637,4.958432514867033,1,12,3,78156.09253391833
1926,947,5.350808874270588,1,11,2,117145.7801640973
569,157,4.6472582491609575,1,13,1,37302.56178592924
1357,717,4.159283212578046,0,21,2,83063.644430561
566,643,5.16687126942177,1,14,3,71298.73409492115
706,638,5.89574033723936,1,7,2,76550.61559315327
662,534,4.9701439711263475,1,12,3,64275.77988942896
213,307,5.8122181612940755,1,18,2,43315.973210964556
1959,688,5.670047176743388,1,11,3,119495.00194939467
1732,952,4.294825567267967,1,20,3,117431.12429649106
113,331,5.416339843671142,0,22,1,25441.68365069679
1164,137,4.870931050143957,0,15,3,52036.038384716616
1190,253,4.5004926505258736,1,10,2,57222.14154851013
1939,65,5.373876711333406,0,24,3,75063.42704731334
316,200,5.485321437312843,0,18,2,21998.416491632943
1895,985,4.359792637469678,1,17,1,125928.42795685361
1758,303,5.828889364112417,0,8,2,73449.73306937361
1632,237,5.502294487902882,1,24,1,75409.16669781182
1213,378,5.866750998283937,0,24,1,57730.10582011834
295,593,4.634146437527382,1,15,3,61022.07029622308
1734,832,5.8786700314859734,0,22,1,103431.71810619232
1831,446,4.737035315676762,0,5,2,81822.75323759564
444,566,4.1079395228547835,0,16,1,56262.205243041804
1560,508,5.525938777418046,0,22,1,79334.46275957207
525,379,5.407016288176681,1,11,3,54433.71521355675
1590,869,5.195821984526665,0,16,2,99644.4401564769
1026,894,4.979787488768348,1,5,1,87068.29975844524
1257,218,4.064330540645263,1,8,3,62472.940512457804
1093,742,5.249194503040309,0,22,3,78846.94382947392
607,415,4.8336692304455875,0,19,2,50446.75269251658
1067,227,5.12041880548189,1,7,3,53363.65190403738
1597,704,4.8586426839352725,0,11,1,81141.67431429235
1655,411,5.932112265530398,1,10,3,87128.28577915856
1602,809,5.208217802301695,0,19,2,88043.69270559282
932,688,5.498472661204934,1,19,2,73925.6847858789
196,824,5.8726938949421665,0,10,3,61063.658462385894
715,89,5.183198645833479,0,12,1,29500.28760218475
